           0           1           0
           1           1           0
           2           1           0
           3           2           0
           4           2           0
           5           4           0
           6           6           0
           7           7           0
           8           8           0
           9          11           0
          10          13           0
          11          17           0
          12          22           0
          13          31           0
          14          37           1
          15          50           1
          16          69           1
          17         102           2
          18         138           2
          19         176           4
          20         220           6
          21         295           7
          22         410           8
          23         580          11
          24         778          13
          25        1056          17
          26        1446          22
          27        1954          31
          28        2639          38
          29        3653          51
          30        4951          70
          31        6682         104
          32        9000         140
          33       12138         180
          34       16405         226
          35       22226         302
          36       30060         418
          37       40580         591
          38       54633         791
          39       73710        1073
          40       99106        1468
          41      133351        1985
          42      178831        2677
          43      239145        3704
          44      318267        5021
          45      420234        6786
          46      550614        9140
          47      713894       12318
          48      914156       16631
          49     1151899       22528
          50     1424124       30478
          51     1720751       41171
          52     2029156       55424
          53     2330984       74783
          54     2608640      100574
          55     2844820      135336
          56     3028657      181508
          57     3155400      242849
          58     3223188      323288
          59     3232313      427020
          60     3184601      559754
          61     3081128      726212
          62     2922504      930787
          63     2712389     1174427
          64     2456288     1454602
          65     2166266     1761922
          66     1856070     2084580
          67     1543813     2405767
          68     1246716     2709214
          69      980432     2980156
          70      753742     3210165
          71      568013     3398249
          72      421471     3546476
          73      309751     3659333
          74      225576     3744355
          75      163230     3807340
          76      117729     3853291
          77       84527     3886816
          78       60673     3910890
          79       43495     3928188
          80       31126     3940650
          81       22266     3949580
          82       15969     3955930
          83       11358     3960588
          84        8063     3963907
          85        5725     3966262
          86        4049     3967947
          87        2922     3969084
          88        2092     3969931
          89        1456     3970570
          90        1010     3971020
          91         687     3971343
          92         467     3971563
          93         348     3971683
          94         256     3971776
          95         187     3971846
          96         135     3971899
          97          89     3971946
          98          65     3971970
          99          48     3971987
         100          39     3971996
         101          29     3972006
         102          12     3972023
         103           9     3972026
         104           5     3972030
         105           5     3972030
         106           5     3972030
         107           4     3972031
         108           3     3972032
         109           2     3972033
         110           1     3972034
