           0           1           0
           1           1           0
           2           1           0
           3           1           0
           4           1           0
           5           1           0
           6           1           0
           7           1           0
           8           1           0
           9           1           0
          10           1           0
          11           1           0
          12           2           0
          13           3           0
          14           2           1
          15           3           1
          16           5           1
          17           6           1
          18           7           1
          19          14           1
          20          23           1
          21          38           1
          22          48           1
          23          68           1
          24          94           1
          25         132           1
          26         177           2
          27         243           3
          28         318           3
          29         432           4
          30         579           6
          31         774           7
          32        1029           8
          33        1365          15
          34        1834          24
          35        2432          39
          36        3236          49
          37        4337          69
          38        5689          95
          39        7682         133
          40       10171         179
          41       13525         246
          42       17932         321
          43       23816         436
          44       31668         585
          45       42066         781
          46       56090        1037
          47       74510        1380
          48       98787        1858
          49      130511        2471
          50      172502        3285
          51      226896        4406
          52      297699        5784
          53      387843        7815
          54      501529       10350
          55      643920       13771
          56      817209       18253
          57     1023189       24252
          58     1261184       32253
          59     1525946       42847
          60     1807137       57127
          61     2091521       75890
          62     2363746      100645
          63     2609345      132982
          64     2815864      175787
          65     2973945      231302
          66     3078353      303483
          67     3127301      395658
          68     3120690      511879
          69     3059696      657691
          70     2945661      835462
          71     2781608     1047441
          72     2571071     1293437
          73     2321983     1568793
          74     2045560     1864264
          75     1756589     2167411
          76     1469962     2464391
          77     1199446     2742327
          78      955495     2991651
          79      745833     3205247
          80      572227     3381836
          81      433184     3522959
          82      325120     3632569
          83      241423     3717387
          84      178471     3781123
          85      131165     3829049
          86       96159     3864508
          87       70211     3890776
          88       51401     3909824
          89       37394     3924000
          90       27176     3934353
          91       19857     3941773
          92       14539     3947146
          93       10649     3951080
          94        7710     3954063
          95        5651     3956143
          96        4126     3957689
          97        3017     3958810
          98        2239     3959594
          99        1629     3960214
         100        1183     3960667
         101         865     3960987
         102         629     3961225
         103         462     3961394
         104         330     3961529
         105         229     3961630
         106         174     3961685
         107         132     3961729
         108          88     3961773
         109          67     3961794
         110          46     3961815
         111          34     3961827
         112          28     3961833
         113          18     3961843
         114          11     3961850
         115           9     3961852
         116           7     3961854
         117           5     3961856
         118           2     3961859
         119           2     3961859
