           0           1           0
           1           1           0
           2           3           0
           3           5           0
           4           6           0
           5           6           0
           6          11           0
           7          17           0
           8          25           0
           9          38           0
          10          53           0
          11          72           0
          12          95           0
          13         138           0
          14         183           1
          15         236           1
          16         321           3
          17         435           5
          18         576           6
          19         825           6
          20        1112          11
          21        1527          17
          22        2038          25
          23        2744          38
          24        3669          53
          25        4984          72
          26        6727          95
          27        9133         138
          28       12329         184
          29       16648         237
          30       22508         324
          31       30437         440
          32       41216         582
          33       55701         831
          34       75309        1123
          35      101434        1544
          36      136466        2063
          37      182940        2782
          38      245089        3722
          39      325880        5056
          40      431267        6822
          41      565125        9271
          42      731821       12513
          43      935936       16885
          44     1177091       22832
          45     1451651       30877
          46     1750703       41798
          47     2058944       56532
          48     2359780       76432
          49     2633406      102978
          50     2865579      138529
          51     3044388      185722
          52     3165877      248811
          53     3228139      330936
          54     3231261      438089
          55     3177965      574396
          56     3068693      744334
          57     2904445      952821
          58     2689277     1199923
          59     2430144     1482528
          60     2136907     1792501
          61     1826054     2115476
          62     1513959     2436212
          63     1219983     2736384
          64      956718     3004108
          65      733964     3230110
          66      551701     3414688
          67      408891     3559075
          68      299744     3669350
          69      217482     3752361
          70      157404     3813027
          71      113589     3857266
          72       81940     3889200
          73       58684     3912672
          74       42097     3929408
          75       30090     3941530
          76       21522     3950171
          77       15370     3956367
          78       10951     3960826
          79        7737     3964074
          80        5440     3966389
          81        3880     3967966
          82        2759     3969094
          83        2016     3969843
          84        1438     3970431
          85        1017     3970855
          86         734     3971140
          87         520     3971356
          88         371     3971505
          89         258     3971620
          90         185     3971693
          91         141     3971737
          92         101     3971777
          93          67     3971811
          94          49     3971829
          95          32     3971846
          96          26     3971853
          97          20     3971859
          98          10     3971869
          99           7     3971872
         100           6     3971874
         101           4     3971876
         102           4     3971876
         103           2     3971878
         104           2     3971878
         105           2     3971878
         106           2     3971878
         107           2     3971878
         108           2     3971878
         109           2     3971878
         110           1     3971879
         111           1     3971879
         112           1     3971879
         113           1     3971879
